TX	Date	RX	NonEqualized_Signal_Count
7-12	2021_03_15	1-1	50
7-12	2021_03_15	1-19	50
7-12	2021_03_15	1-20	50
7-12	2021_03_15	13-7	50
7-12	2021_03_15	14-7	50
7-12	2021_03_15	18-19	50
7-12	2021_03_15	18-2	50
7-12	2021_03_15	19-1	50
7-12	2021_03_15	19-2	50
7-12	2021_03_15	2-1	50
7-12	2021_03_15	20-1	50
7-12	2021_03_15	20-19	50
7-12	2021_03_15	3-19	50
7-12	2021_03_15	7-14	0
7-12	2021_03_15	7-7	50
7-12	2021_03_15	8-14	0
7-12	2021_03_15	8-7	0
7-12	2021_03_15	8-8	19
7-12	2021_03_23	1-1	50
7-12	2021_03_23	1-19	50
7-12	2021_03_23	1-20	50
7-12	2021_03_23	13-7	50
7-12	2021_03_23	14-7	50
7-12	2021_03_23	18-19	50
7-12	2021_03_23	18-2	50
7-12	2021_03_23	19-1	50
7-12	2021_03_23	19-2	50
7-12	2021_03_23	2-1	50
7-12	2021_03_23	20-1	50
7-12	2021_03_23	20-19	50
7-12	2021_03_23	3-19	50
7-12	2021_03_23	7-14	0
7-12	2021_03_23	7-7	50
7-12	2021_03_23	8-14	0
7-12	2021_03_23	8-7	9
7-12	2021_03_23	8-8	0
7-13	2021_03_01	1-1	50
7-13	2021_03_01	1-19	50
7-13	2021_03_01	1-20	50
7-13	2021_03_01	13-7	50
7-13	2021_03_01	14-7	50
7-13	2021_03_01	18-19	50
7-13	2021_03_01	18-2	50
7-13	2021_03_01	19-1	50
7-13	2021_03_01	19-2	50
7-13	2021_03_01	2-1	50
7-13	2021_03_01	20-1	50
7-13	2021_03_01	20-19	50
7-13	2021_03_01	3-19	50
7-13	2021_03_01	7-14	0
7-13	2021_03_01	7-7	50
7-13	2021_03_01	8-14	0
7-13	2021_03_01	8-7	50
7-13	2021_03_01	8-8	50
7-13	2021_03_08	1-1	50
7-13	2021_03_08	1-19	50
7-13	2021_03_08	1-20	50
7-13	2021_03_08	13-7	50
7-13	2021_03_08	14-7	50
7-13	2021_03_08	18-19	50
7-13	2021_03_08	18-2	50
7-13	2021_03_08	19-1	50
7-13	2021_03_08	19-2	50
7-13	2021_03_08	2-1	50
7-13	2021_03_08	20-1	50
7-13	2021_03_08	20-19	50
7-13	2021_03_08	3-19	50
7-13	2021_03_08	7-14	0
7-13	2021_03_08	7-7	50
7-13	2021_03_08	8-14	0
7-13	2021_03_08	8-7	50
7-13	2021_03_08	8-8	50
7-13	2021_03_15	1-1	50
7-13	2021_03_15	1-19	50
7-13	2021_03_15	1-20	50
7-13	2021_03_15	13-7	50
7-13	2021_03_15	14-7	50
7-13	2021_03_15	18-19	50
7-13	2021_03_15	18-2	50
7-13	2021_03_15	19-1	50
7-13	2021_03_15	19-2	50
7-13	2021_03_15	2-1	50
7-13	2021_03_15	20-1	50
7-13	2021_03_15	20-19	50
7-13	2021_03_15	3-19	50
7-13	2021_03_15	7-14	0
7-13	2021_03_15	7-7	50
7-13	2021_03_15	8-14	0
7-13	2021_03_15	8-7	50
7-13	2021_03_15	8-8	50
7-13	2021_03_23	1-1	50
7-13	2021_03_23	1-19	50
7-13	2021_03_23	1-20	50
7-13	2021_03_23	13-7	50
7-13	2021_03_23	14-7	50
7-13	2021_03_23	18-19	50
7-13	2021_03_23	18-2	50
7-13	2021_03_23	19-1	50
7-13	2021_03_23	19-2	50
7-13	2021_03_23	2-1	50
7-13	2021_03_23	20-1	50
7-13	2021_03_23	20-19	50
7-13	2021_03_23	3-19	50
7-13	2021_03_23	7-14	0
7-13	2021_03_23	7-7	50
7-13	2021_03_23	8-14	0
7-13	2021_03_23	8-7	50
7-13	2021_03_23	8-8	50
7-14	2021_03_01	1-1	50
7-14	2021_03_01	1-19	50
7-14	2021_03_01	1-20	50
7-14	2021_03_01	13-7	50
7-14	2021_03_01	14-7	50
7-14	2021_03_01	18-19	50
7-14	2021_03_01	18-2	50
7-14	2021_03_01	19-1	50
7-14	2021_03_01	19-2	50
7-14	2021_03_01	2-1	50
7-14	2021_03_01	20-1	50
7-14	2021_03_01	20-19	50
7-14	2021_03_01	3-19	50
7-14	2021_03_01	7-14	0
7-14	2021_03_01	7-7	50
7-14	2021_03_01	8-14	50
7-14	2021_03_01	8-7	50
7-14	2021_03_01	8-8	50
7-14	2021_03_08	1-1	50
7-14	2021_03_08	1-19	50
7-14	2021_03_08	1-20	50
7-14	2021_03_08	13-7	50
7-14	2021_03_08	14-7	50
7-14	2021_03_08	18-19	50
7-14	2021_03_08	18-2	50
7-14	2021_03_08	19-1	50
7-14	2021_03_08	19-2	50
7-14	2021_03_08	2-1	50
7-14	2021_03_08	20-1	50
7-14	2021_03_08	20-19	50
7-14	2021_03_08	3-19	50
7-14	2021_03_08	7-14	0
7-14	2021_03_08	7-7	50
7-14	2021_03_08	8-14	50
7-14	2021_03_08	8-7	50
7-14	2021_03_08	8-8	50
7-14	2021_03_15	1-1	50
7-14	2021_03_15	1-19	50
7-14	2021_03_15	1-20	50
7-14	2021_03_15	13-7	50
7-14	2021_03_15	14-7	50
7-14	2021_03_15	18-19	50
7-14	2021_03_15	18-2	50
7-14	2021_03_15	19-1	50
7-14	2021_03_15	19-2	50
7-14	2021_03_15	2-1	50
7-14	2021_03_15	20-1	50
7-14	2021_03_15	20-19	50
7-14	2021_03_15	3-19	50
7-14	2021_03_15	7-14	0
7-14	2021_03_15	7-7	50
7-14	2021_03_15	8-14	50
7-14	2021_03_15	8-7	50
7-14	2021_03_15	8-8	50
7-14	2021_03_23	1-1	50
7-14	2021_03_23	1-19	50
7-14	2021_03_23	1-20	50
7-14	2021_03_23	13-7	50
7-14	2021_03_23	14-7	50
7-14	2021_03_23	18-19	50
7-14	2021_03_23	18-2	50
7-14	2021_03_23	19-1	50
7-14	2021_03_23	19-2	50
7-14	2021_03_23	2-1	50
7-14	2021_03_23	20-1	50
7-14	2021_03_23	20-19	50
7-14	2021_03_23	3-19	50
7-14	2021_03_23	7-14	0
7-14	2021_03_23	7-7	50
7-14	2021_03_23	8-14	50
7-14	2021_03_23	8-7	50
7-14	2021_03_23	8-8	50
7-20	2021_03_01	1-1	50
7-20	2021_03_01	1-19	50
7-20	2021_03_01	1-20	50
7-20	2021_03_01	13-7	50
7-20	2021_03_01	14-7	50
7-20	2021_03_01	18-19	50
7-20	2021_03_01	18-2	50
7-20	2021_03_01	19-1	50
7-20	2021_03_01	19-2	50
7-20	2021_03_01	2-1	50
7-20	2021_03_01	20-1	50
7-20	2021_03_01	20-19	50
7-20	2021_03_01	3-19	50
7-20	2021_03_01	7-14	50
7-20	2021_03_01	7-7	50
7-20	2021_03_01	8-14	50
7-20	2021_03_01	8-7	50
7-20	2021_03_01	8-8	50
7-20	2021_03_08	1-1	50
7-20	2021_03_08	1-19	50
7-20	2021_03_08	1-20	50
7-20	2021_03_08	13-7	50
7-20	2021_03_08	14-7	50
7-20	2021_03_08	18-19	50
7-20	2021_03_08	18-2	50
7-20	2021_03_08	19-1	50
7-20	2021_03_08	19-2	50
7-20	2021_03_08	2-1	50
7-20	2021_03_08	20-1	50
7-20	2021_03_08	20-19	50
7-20	2021_03_08	3-19	50
7-20	2021_03_08	7-14	50
7-20	2021_03_08	7-7	50
7-20	2021_03_08	8-14	50
7-20	2021_03_08	8-7	50
7-20	2021_03_08	8-8	50
7-20	2021_03_15	1-1	50
7-20	2021_03_15	1-19	50
7-20	2021_03_15	1-20	50
7-20	2021_03_15	13-7	50
7-20	2021_03_15	14-7	50
7-20	2021_03_15	18-19	50
7-20	2021_03_15	18-2	50
7-20	2021_03_15	19-1	50
7-20	2021_03_15	19-2	50
7-20	2021_03_15	2-1	50
7-20	2021_03_15	20-1	50
7-20	2021_03_15	20-19	50
7-20	2021_03_15	3-19	50
7-20	2021_03_15	7-14	50
7-20	2021_03_15	7-7	50
7-20	2021_03_15	8-14	50
7-20	2021_03_15	8-7	50
7-20	2021_03_15	8-8	50
7-20	2021_03_23	1-1	50
7-20	2021_03_23	1-19	50
7-20	2021_03_23	1-20	50
7-20	2021_03_23	13-7	50
7-20	2021_03_23	14-7	50
7-20	2021_03_23	18-19	50
7-20	2021_03_23	18-2	50
7-20	2021_03_23	19-1	50
7-20	2021_03_23	19-2	50
7-20	2021_03_23	2-1	50
7-20	2021_03_23	20-1	50
7-20	2021_03_23	20-19	50
7-20	2021_03_23	3-19	50
7-20	2021_03_23	7-14	50
7-20	2021_03_23	7-7	50
7-20	2021_03_23	8-14	50
7-20	2021_03_23	8-7	50
7-20	2021_03_23	8-8	50
7-7	2021_03_01	1-1	50
7-7	2021_03_01	1-19	50
7-7	2021_03_01	1-20	50
7-7	2021_03_01	13-7	50
7-7	2021_03_01	14-7	50
7-7	2021_03_01	18-19	50
7-7	2021_03_01	18-2	50
7-7	2021_03_01	19-1	50
7-7	2021_03_01	19-2	50
7-7	2021_03_01	2-1	50
7-7	2021_03_01	20-1	50
7-7	2021_03_01	20-19	50
7-7	2021_03_01	3-19	50
7-7	2021_03_01	7-14	50
7-7	2021_03_01	7-7	50
7-7	2021_03_01	8-14	50
7-7	2021_03_01	8-7	50
7-7	2021_03_01	8-8	50
7-7	2021_03_08	1-1	50
7-7	2021_03_08	1-19	50
7-7	2021_03_08	1-20	50
7-7	2021_03_08	13-7	50
7-7	2021_03_08	14-7	50
7-7	2021_03_08	18-19	50
7-7	2021_03_08	18-2	50
7-7	2021_03_08	19-1	50
7-7	2021_03_08	19-2	50
7-7	2021_03_08	2-1	50
7-7	2021_03_08	20-1	50
7-7	2021_03_08	20-19	50
7-7	2021_03_08	3-19	50
7-7	2021_03_08	7-14	50
7-7	2021_03_08	7-7	50
7-7	2021_03_08	8-14	50
7-7	2021_03_08	8-7	50
7-7	2021_03_08	8-8	50
7-7	2021_03_15	1-1	50
7-7	2021_03_15	1-19	50
7-7	2021_03_15	1-20	50
7-7	2021_03_15	13-7	50
7-7	2021_03_15	14-7	50
7-7	2021_03_15	18-19	50
7-7	2021_03_15	18-2	50
7-7	2021_03_15	19-1	50
7-7	2021_03_15	19-2	50
7-7	2021_03_15	2-1	50
7-7	2021_03_15	20-1	50
7-7	2021_03_15	20-19	50
7-7	2021_03_15	3-19	50
7-7	2021_03_15	7-14	50
7-7	2021_03_15	7-7	50
7-7	2021_03_15	8-14	50
7-7	2021_03_15	8-7	50
7-7	2021_03_15	8-8	50
7-7	2021_03_23	1-1	50
7-7	2021_03_23	1-19	50
7-7	2021_03_23	1-20	50
7-7	2021_03_23	13-7	50
7-7	2021_03_23	14-7	50
7-7	2021_03_23	18-19	50
7-7	2021_03_23	18-2	50
7-7	2021_03_23	19-1	50
7-7	2021_03_23	19-2	50
7-7	2021_03_23	2-1	50
7-7	2021_03_23	20-1	50
7-7	2021_03_23	20-19	50
7-7	2021_03_23	3-19	50
7-7	2021_03_23	7-14	50
7-7	2021_03_23	7-7	50
7-7	2021_03_23	8-14	50
7-7	2021_03_23	8-7	50
7-7	2021_03_23	8-8	50
7-8	2021_03_01	1-1	50
7-8	2021_03_01	1-19	50
7-8	2021_03_01	1-20	50
7-8	2021_03_01	13-7	50
7-8	2021_03_01	14-7	50
7-8	2021_03_01	18-19	50
7-8	2021_03_01	18-2	50
7-8	2021_03_01	19-1	50
7-8	2021_03_01	19-2	50
7-8	2021_03_01	2-1	50
7-8	2021_03_01	20-1	50
7-8	2021_03_01	20-19	50
7-8	2021_03_01	3-19	50
7-8	2021_03_01	7-14	50
7-8	2021_03_01	7-7	0
7-8	2021_03_01	8-14	50
7-8	2021_03_01	8-7	0
7-8	2021_03_01	8-8	0
7-8	2021_03_08	1-1	50
7-8	2021_03_08	1-19	50
7-8	2021_03_08	1-20	50
7-8	2021_03_08	13-7	50
7-8	2021_03_08	14-7	50
7-8	2021_03_08	18-19	50
7-8	2021_03_08	18-2	50
7-8	2021_03_08	19-1	50
7-8	2021_03_08	19-2	50
7-8	2021_03_08	2-1	50
7-8	2021_03_08	20-1	50
7-8	2021_03_08	20-19	50
7-8	2021_03_08	3-19	50
7-8	2021_03_08	7-14	50
7-8	2021_03_08	7-7	0
7-8	2021_03_08	8-14	50
7-8	2021_03_08	8-7	0
7-8	2021_03_08	8-8	0
7-8	2021_03_15	1-1	50
7-8	2021_03_15	1-19	50
7-8	2021_03_15	1-20	50
7-8	2021_03_15	13-7	50
7-8	2021_03_15	14-7	50
7-8	2021_03_15	18-19	50
7-8	2021_03_15	18-2	50
7-8	2021_03_15	19-1	50
7-8	2021_03_15	19-2	50
7-8	2021_03_15	2-1	50
7-8	2021_03_15	20-1	50
7-8	2021_03_15	20-19	50
7-8	2021_03_15	3-19	50
7-8	2021_03_15	7-14	50
7-8	2021_03_15	7-7	0
7-8	2021_03_15	8-14	50
7-8	2021_03_15	8-7	0
7-8	2021_03_15	8-8	0
7-8	2021_03_23	1-1	50
7-8	2021_03_23	1-19	50
7-8	2021_03_23	1-20	50
7-8	2021_03_23	13-7	50
7-8	2021_03_23	14-7	50
7-8	2021_03_23	18-19	50
7-8	2021_03_23	18-2	50
7-8	2021_03_23	19-1	50
7-8	2021_03_23	19-2	50
7-8	2021_03_23	2-1	50
7-8	2021_03_23	20-1	50
7-8	2021_03_23	20-19	50
7-8	2021_03_23	3-19	50
7-8	2021_03_23	7-14	50
7-8	2021_03_23	7-7	0
7-8	2021_03_23	8-14	50
7-8	2021_03_23	8-7	0
7-8	2021_03_23	8-8	0
7-9	2021_03_01	1-1	50
7-9	2021_03_01	1-19	50
7-9	2021_03_01	1-20	50
7-9	2021_03_01	13-7	50
7-9	2021_03_01	14-7	50
7-9	2021_03_01	18-19	50
7-9	2021_03_01	18-2	50
7-9	2021_03_01	19-1	50
7-9	2021_03_01	19-2	50
7-9	2021_03_01	2-1	50
7-9	2021_03_01	20-1	50
7-9	2021_03_01	20-19	50
7-9	2021_03_01	3-19	50
7-9	2021_03_01	7-14	50
7-9	2021_03_01	7-7	50
7-9	2021_03_01	8-14	50
7-9	2021_03_01	8-7	0
7-9	2021_03_01	8-8	0
7-9	2021_03_08	1-1	50
7-9	2021_03_08	1-19	50
7-9	2021_03_08	1-20	50
7-9	2021_03_08	13-7	50
7-9	2021_03_08	14-7	50
7-9	2021_03_08	18-19	50
7-9	2021_03_08	18-2	50
7-9	2021_03_08	19-1	50
7-9	2021_03_08	19-2	50
7-9	2021_03_08	2-1	50
7-9	2021_03_08	20-1	50
7-9	2021_03_08	20-19	50
7-9	2021_03_08	3-19	50
7-9	2021_03_08	7-14	50
7-9	2021_03_08	7-7	50
7-9	2021_03_08	8-14	50
7-9	2021_03_08	8-7	0
7-9	2021_03_08	8-8	0
7-9	2021_03_15	1-1	50
7-9	2021_03_15	1-19	50
7-9	2021_03_15	1-20	50
7-9	2021_03_15	13-7	50
7-9	2021_03_15	14-7	50
7-9	2021_03_15	18-19	50
7-9	2021_03_15	18-2	50
7-9	2021_03_15	19-1	50
7-9	2021_03_15	19-2	50
7-9	2021_03_15	2-1	50
7-9	2021_03_15	20-1	50
7-9	2021_03_15	20-19	50
7-9	2021_03_15	3-19	50
7-9	2021_03_15	7-14	50
7-9	2021_03_15	7-7	50
7-9	2021_03_15	8-14	50
7-9	2021_03_15	8-7	0
7-9	2021_03_15	8-8	0
7-9	2021_03_23	1-1	50
7-9	2021_03_23	1-19	50
7-9	2021_03_23	1-20	50
7-9	2021_03_23	13-7	50
7-9	2021_03_23	14-7	50
7-9	2021_03_23	18-19	50
7-9	2021_03_23	18-2	50
7-9	2021_03_23	19-1	50
7-9	2021_03_23	19-2	50
7-9	2021_03_23	2-1	50
7-9	2021_03_23	20-1	50
7-9	2021_03_23	20-19	50
7-9	2021_03_23	3-19	50
7-9	2021_03_23	7-14	50
7-9	2021_03_23	7-7	50
7-9	2021_03_23	8-14	50
7-9	2021_03_23	8-7	0
7-9	2021_03_23	8-8	0
8-1	2021_03_01	1-1	50
8-1	2021_03_01	1-19	50
8-1	2021_03_01	1-20	50
8-1	2021_03_01	13-7	50
8-1	2021_03_01	14-7	50
8-1	2021_03_01	18-19	50
8-1	2021_03_01	18-2	50
8-1	2021_03_01	19-1	50
8-1	2021_03_01	19-2	50
8-1	2021_03_01	2-1	50
8-1	2021_03_01	20-1	50
8-1	2021_03_01	20-19	50
8-1	2021_03_01	3-19	50
8-1	2021_03_01	7-14	50
8-1	2021_03_01	7-7	50
8-1	2021_03_01	8-14	50
8-1	2021_03_01	8-7	50
8-1	2021_03_01	8-8	50
8-1	2021_03_08	1-1	50
8-1	2021_03_08	1-19	50
8-1	2021_03_08	1-20	50
8-1	2021_03_08	13-7	50
8-1	2021_03_08	14-7	50
8-1	2021_03_08	18-19	50
8-1	2021_03_08	18-2	50
8-1	2021_03_08	19-1	50
8-1	2021_03_08	19-2	50
8-1	2021_03_08	2-1	50
8-1	2021_03_08	20-1	50
8-1	2021_03_08	20-19	50
8-1	2021_03_08	3-19	50
8-1	2021_03_08	7-14	50
8-1	2021_03_08	7-7	50
8-1	2021_03_08	8-14	50
8-1	2021_03_08	8-7	50
8-1	2021_03_08	8-8	50
8-1	2021_03_15	1-1	50
8-1	2021_03_15	1-19	50
8-1	2021_03_15	1-20	50
8-1	2021_03_15	13-7	50
8-1	2021_03_15	14-7	50
8-1	2021_03_15	18-19	50
8-1	2021_03_15	18-2	50
8-1	2021_03_15	19-1	50
8-1	2021_03_15	19-2	50
8-1	2021_03_15	2-1	50
8-1	2021_03_15	20-1	50
8-1	2021_03_15	20-19	50
8-1	2021_03_15	3-19	50
8-1	2021_03_15	7-14	50
8-1	2021_03_15	7-7	50
8-1	2021_03_15	8-14	50
8-1	2021_03_15	8-7	50
8-1	2021_03_15	8-8	50
8-1	2021_03_23	1-1	50
8-1	2021_03_23	1-19	50
8-1	2021_03_23	1-20	50
8-1	2021_03_23	13-7	50
8-1	2021_03_23	14-7	50
8-1	2021_03_23	18-19	50
8-1	2021_03_23	18-2	50
8-1	2021_03_23	19-1	50
8-1	2021_03_23	19-2	50
8-1	2021_03_23	2-1	50
8-1	2021_03_23	20-1	50
8-1	2021_03_23	20-19	50
8-1	2021_03_23	3-19	50
8-1	2021_03_23	7-14	50
8-1	2021_03_23	7-7	50
8-1	2021_03_23	8-14	50
8-1	2021_03_23	8-7	50
8-1	2021_03_23	8-8	50
8-13	2021_03_01	1-1	50
8-13	2021_03_01	1-19	50
8-13	2021_03_01	1-20	50
8-13	2021_03_01	13-7	50
8-13	2021_03_01	14-7	50
8-13	2021_03_01	18-19	50
8-13	2021_03_01	18-2	50
8-13	2021_03_01	19-1	50
8-13	2021_03_01	19-2	50
8-13	2021_03_01	2-1	50
8-13	2021_03_01	20-1	50
8-13	2021_03_01	20-19	50
8-13	2021_03_01	3-19	50
8-13	2021_03_01	7-14	50
8-13	2021_03_01	7-7	50
8-13	2021_03_01	8-14	50
8-13	2021_03_01	8-7	50
8-13	2021_03_01	8-8	50
8-13	2021_03_08	1-1	50
8-13	2021_03_08	1-19	50
8-13	2021_03_08	1-20	50
8-13	2021_03_08	13-7	50
8-13	2021_03_08	14-7	50
8-13	2021_03_08	18-19	50
8-13	2021_03_08	18-2	50
8-13	2021_03_08	19-1	50
8-13	2021_03_08	19-2	50
8-13	2021_03_08	2-1	50
8-13	2021_03_08	20-1	50
8-13	2021_03_08	20-19	50
8-13	2021_03_08	3-19	50
8-13	2021_03_08	7-14	50
8-13	2021_03_08	7-7	50
8-13	2021_03_08	8-14	50
8-13	2021_03_08	8-7	50
8-13	2021_03_08	8-8	50
8-13	2021_03_15	1-1	50
8-13	2021_03_15	1-19	50
8-13	2021_03_15	1-20	50
8-13	2021_03_15	13-7	50
8-13	2021_03_15	14-7	50
8-13	2021_03_15	18-19	50
8-13	2021_03_15	18-2	50
8-13	2021_03_15	19-1	50
8-13	2021_03_15	19-2	50
8-13	2021_03_15	2-1	50
8-13	2021_03_15	20-1	50
8-13	2021_03_15	20-19	50
8-13	2021_03_15	3-19	50
8-13	2021_03_15	7-14	50
8-13	2021_03_15	7-7	50
8-13	2021_03_15	8-14	50
8-13	2021_03_15	8-7	50
8-13	2021_03_15	8-8	50
8-13	2021_03_23	1-1	50
8-13	2021_03_23	1-19	50
8-13	2021_03_23	1-20	50
8-13	2021_03_23	13-7	50
8-13	2021_03_23	14-7	50
8-13	2021_03_23	18-19	50
8-13	2021_03_23	18-2	50
8-13	2021_03_23	19-1	50
8-13	2021_03_23	19-2	50
8-13	2021_03_23	2-1	50
8-13	2021_03_23	20-1	50
8-13	2021_03_23	20-19	50
8-13	2021_03_23	3-19	50
8-13	2021_03_23	7-14	50
8-13	2021_03_23	7-7	50
8-13	2021_03_23	8-14	50
8-13	2021_03_23	8-7	50
8-13	2021_03_23	8-8	50
8-14	2021_03_01	1-1	50
8-14	2021_03_01	1-19	50
8-14	2021_03_01	1-20	50
8-14	2021_03_01	13-7	50
8-14	2021_03_01	14-7	50
8-14	2021_03_01	18-19	50
8-14	2021_03_01	18-2	50
8-14	2021_03_01	19-1	50
8-14	2021_03_01	19-2	50
8-14	2021_03_01	2-1	50
8-14	2021_03_01	20-1	50
8-14	2021_03_01	20-19	50
8-14	2021_03_01	3-19	50
8-14	2021_03_01	7-14	0
8-14	2021_03_01	7-7	50
8-14	2021_03_01	8-14	0
8-14	2021_03_01	8-7	50
8-14	2021_03_01	8-8	50
8-14	2021_03_08	1-1	50
8-14	2021_03_08	1-19	50
8-14	2021_03_08	1-20	50
8-14	2021_03_08	13-7	50
8-14	2021_03_08	14-7	50
8-14	2021_03_08	18-19	50
8-14	2021_03_08	18-2	50
8-14	2021_03_08	19-1	50
8-14	2021_03_08	19-2	50
8-14	2021_03_08	2-1	50
8-14	2021_03_08	20-1	50
8-14	2021_03_08	20-19	50
8-14	2021_03_08	3-19	50
8-14	2021_03_08	7-14	0
8-14	2021_03_08	7-7	50
8-14	2021_03_08	8-14	0
8-14	2021_03_08	8-7	50
8-14	2021_03_08	8-8	50
8-14	2021_03_15	1-1	50
8-14	2021_03_15	1-19	50
8-14	2021_03_15	1-20	50
8-14	2021_03_15	13-7	50
8-14	2021_03_15	14-7	50
8-14	2021_03_15	18-19	50
8-14	2021_03_15	18-2	50
8-14	2021_03_15	19-1	50
8-14	2021_03_15	19-2	50
8-14	2021_03_15	2-1	50
8-14	2021_03_15	20-1	50
8-14	2021_03_15	20-19	50
8-14	2021_03_15	3-19	50
8-14	2021_03_15	7-14	0
8-14	2021_03_15	7-7	50
8-14	2021_03_15	8-14	0
8-14	2021_03_15	8-7	50
8-14	2021_03_15	8-8	50
8-14	2021_03_23	1-1	50
8-14	2021_03_23	1-19	50
8-14	2021_03_23	1-20	50
8-14	2021_03_23	13-7	50
8-14	2021_03_23	14-7	50
8-14	2021_03_23	18-19	50
8-14	2021_03_23	18-2	50
8-14	2021_03_23	19-1	50
8-14	2021_03_23	19-2	50
8-14	2021_03_23	2-1	50
8-14	2021_03_23	20-1	50
8-14	2021_03_23	20-19	50
8-14	2021_03_23	3-19	50
8-14	2021_03_23	7-14	0
8-14	2021_03_23	7-7	50
8-14	2021_03_23	8-14	0
8-14	2021_03_23	8-7	50
8-14	2021_03_23	8-8	50
8-18	2021_03_01	1-1	50
8-18	2021_03_01	1-19	50
8-18	2021_03_01	1-20	50
8-18	2021_03_01	13-7	50
8-18	2021_03_01	14-7	50
8-18	2021_03_01	18-19	50
8-18	2021_03_01	18-2	50
8-18	2021_03_01	19-1	50
8-18	2021_03_01	19-2	50
8-18	2021_03_01	2-1	50
8-18	2021_03_01	20-1	50
8-18	2021_03_01	20-19	50
8-18	2021_03_01	3-19	50
8-18	2021_03_01	7-14	50
8-18	2021_03_01	7-7	50
8-18	2021_03_01	8-14	50
8-18	2021_03_01	8-7	50
8-18	2021_03_01	8-8	50
8-18	2021_03_08	1-1	50
8-18	2021_03_08	1-19	50
8-18	2021_03_08	1-20	50
8-18	2021_03_08	13-7	50
8-18	2021_03_08	14-7	50
8-18	2021_03_08	18-19	50
8-18	2021_03_08	18-2	50
8-18	2021_03_08	19-1	50
8-18	2021_03_08	19-2	50
8-18	2021_03_08	2-1	50
8-18	2021_03_08	20-1	50
8-18	2021_03_08	20-19	50
8-18	2021_03_08	3-19	50
8-18	2021_03_08	7-14	50
8-18	2021_03_08	7-7	50
8-18	2021_03_08	8-14	50
8-18	2021_03_08	8-7	50
8-18	2021_03_08	8-8	50
8-18	2021_03_15	1-1	50
8-18	2021_03_15	1-19	50
8-18	2021_03_15	1-20	50
8-18	2021_03_15	13-7	50
8-18	2021_03_15	14-7	50
8-18	2021_03_15	18-19	50
8-18	2021_03_15	18-2	50
8-18	2021_03_15	19-1	50
8-18	2021_03_15	19-2	50
8-18	2021_03_15	2-1	50
8-18	2021_03_15	20-1	50
8-18	2021_03_15	20-19	50
8-18	2021_03_15	3-19	50
8-18	2021_03_15	7-14	50
8-18	2021_03_15	7-7	50
8-18	2021_03_15	8-14	50
8-18	2021_03_15	8-7	50
8-18	2021_03_15	8-8	50
8-18	2021_03_23	1-1	50
8-18	2021_03_23	1-19	50
8-18	2021_03_23	1-20	50
8-18	2021_03_23	13-7	50
8-18	2021_03_23	14-7	50
8-18	2021_03_23	18-19	50
8-18	2021_03_23	18-2	50
8-18	2021_03_23	19-1	50
8-18	2021_03_23	19-2	50
8-18	2021_03_23	2-1	50
8-18	2021_03_23	20-1	50
8-18	2021_03_23	20-19	50
8-18	2021_03_23	3-19	50
8-18	2021_03_23	7-14	50
8-18	2021_03_23	7-7	50
8-18	2021_03_23	8-14	50
8-18	2021_03_23	8-7	50
8-18	2021_03_23	8-8	50
8-20	2021_03_01	1-1	50
8-20	2021_03_01	1-19	50
8-20	2021_03_01	1-20	50
8-20	2021_03_01	13-7	50
8-20	2021_03_01	14-7	50
8-20	2021_03_01	18-19	50
8-20	2021_03_01	18-2	50
8-20	2021_03_01	19-1	50
8-20	2021_03_01	19-2	50
8-20	2021_03_01	2-1	50
8-20	2021_03_01	20-1	50
8-20	2021_03_01	20-19	50
8-20	2021_03_01	3-19	50
8-20	2021_03_01	7-14	50
8-20	2021_03_01	7-7	50
8-20	2021_03_01	8-14	50
8-20	2021_03_01	8-7	50
8-20	2021_03_01	8-8	50
8-20	2021_03_08	1-1	50
8-20	2021_03_08	1-19	50
8-20	2021_03_08	1-20	50
8-20	2021_03_08	13-7	50
8-20	2021_03_08	14-7	50
8-20	2021_03_08	18-19	50
8-20	2021_03_08	18-2	50
8-20	2021_03_08	19-1	50
8-20	2021_03_08	19-2	50
8-20	2021_03_08	2-1	50
8-20	2021_03_08	20-1	50
8-20	2021_03_08	20-19	50
8-20	2021_03_08	3-19	50
8-20	2021_03_08	7-14	50
8-20	2021_03_08	7-7	50
8-20	2021_03_08	8-14	50
8-20	2021_03_08	8-7	50
8-20	2021_03_08	8-8	50
8-20	2021_03_15	1-1	50
8-20	2021_03_15	1-19	50
8-20	2021_03_15	1-20	50
8-20	2021_03_15	13-7	50
8-20	2021_03_15	14-7	50
8-20	2021_03_15	18-19	50
8-20	2021_03_15	18-2	50
8-20	2021_03_15	19-1	50
8-20	2021_03_15	19-2	50
8-20	2021_03_15	2-1	50
8-20	2021_03_15	20-1	50
8-20	2021_03_15	20-19	50
8-20	2021_03_15	3-19	50
8-20	2021_03_15	7-14	50
8-20	2021_03_15	7-7	50
8-20	2021_03_15	8-14	50
8-20	2021_03_15	8-7	50
8-20	2021_03_15	8-8	50
8-20	2021_03_23	1-1	50
8-20	2021_03_23	1-19	50
8-20	2021_03_23	1-20	50
8-20	2021_03_23	13-7	50
8-20	2021_03_23	14-7	50
8-20	2021_03_23	18-19	50
8-20	2021_03_23	18-2	50
8-20	2021_03_23	19-1	50
8-20	2021_03_23	19-2	50
8-20	2021_03_23	2-1	50
8-20	2021_03_23	20-1	50
8-20	2021_03_23	20-19	50
